1,36.02499858,120.1753717
2,36.02513273,120.1757985
3,36.0252326,120.1761413
4,36.02530923,120.1764564
5,36.02537453,120.1767343
6,36.02544655,120.1769951
7,36.02552856,120.1772491
8,36.02560885,120.1775016
9,36.02568167,120.177709
10,36.02574543,120.1779379
11,36.02581913,120.1781765
12,36.02589591,120.1783846
13,36.02597354,120.1786107
14,36.0260569,120.1788987
15,36.02618057,120.1793092
16,36.02585301,120.1788497
17,36.02567381,120.1788751
18,36.02574886,120.17911
19,36.02554597,120.1785339
20,36.02544166,120.1782516
21,36.02538056,120.1779634
22,36.02529319,120.1776523
23,36.02521026,120.1773845
24,36.02514641,120.1771292
25,36.02507512,120.1768518
26,36.02497845,120.1765782
27,36.0248644,120.1763094
28,36.02477199,120.1759749
29,36.02463297,120.1755828
30,36.02424774,120.175829
31,36.02436167,120.1761593
32,36.02446553,120.1764991
33,36.02454228,120.1767984
34,36.02458497,120.1770848
35,36.02464226,120.1773581
36,36.02469229,120.1776355
37,36.02475958,120.1779091
38,36.02480271,120.178217
39,36.02489182,120.1785163
40,36.02504128,120.1788125
41,36.02514107,120.1791606
42,36.02524162,120.1800503
43,36.02510046,120.179905
44,36.02492593,120.1795581
45,36.02467768,120.1790191
46,36.02442367,120.1784353
47,36.02412329,120.1777956
48,36.0238262,120.1770988
49,36.02358813,120.1766301
50,36.02325541,120.1768841
51,36.02418211,120.1809163
52,36.02409779,120.180981
53,36.02401311,120.1806219
54,36.02382721,120.1802056
55,36.0239686,120.1806559
56,36.02377186,120.1802397
57,36.02378713,120.1800035
58,36.02404556,120.1798606
59,36.02440687,120.1798763
60,36.02423496,120.1794547
61,36.02428361,120.1790189
62,36.02465574,120.1796455
63,36.02405775,120.1785686
64,36.02395608,120.1790359
65,36.02361176,120.1793559
66,36.02374216,120.1779432
67,36.02354114,120.1784183
68,36.02353981,120.1775691
68,36.02342795,120.1780909
69,36.02326641,120.177765
70,36.02310261,120.1773783
71,36.02285802,120.1769613
